age,gender,parent_education,family_income,degree_of_hearing_loss,age_of_onset,assistive_device,sign_language_proficiency,lip_reading_skill,attendance_rate,study_hours,previous_gpa,math_score,science_score,language_score,teacher_support,peer_support,learning_resources,motivation_level,stress_level,performance_class
16,0,3,2,3,9,0,3,3,92,4,5.83,50,85,95,2,1,1,3,2,C
16,0,1,3,3,3,1,4,1,65,3,5.24,75,72,55,1,4,5,5,4,A
15,0,0,4,3,0,0,5,3,98,3,6.98,45,76,53,4,3,4,4,2,C
18,0,1,4,2,6,1,2,3,77,3,9.27,66,92,93,4,2,3,3,1,A
21,0,1,2,1,7,1,2,1,68,2,8.77,46,46,40,4,3,1,3,1,A
21,1,3,4,2,4,1,3,3,67,2,7.59,88,62,91,2,5,3,3,5,B
19,1,3,4,1,1,0,4,3,84,2,7.86,71,45,94,4,3,4,1,5,B
15,1,1,3,3,7,1,2,2,90,3,5.65,47,54,97,1,3,5,3,2,B
16,0,0,2,1,0,0,3,2,63,3,9.2,99,54,71,1,1,3,3,2,A
16,1,3,1,3,6,0,3,1,79,2,8.93,72,79,60,3,5,2,5,5,A
15,0,1,2,2,0,1,4,1,87,3,8.28,96,73,43,5,3,1,3,2,A
18,0,2,3,1,5,0,2,3,99,2,7.33,86,53,48,4,2,5,3,4,B
19,0,2,3,2,5,1,2,5,60,2,9.82,91,68,95,5,1,3,5,3,C
17,0,3,3,3,4,0,2,1,99,2,9.4,83,55,90,5,3,5,1,5,C
15,1,0,4,2,1,0,1,3,82,4,8.22,54,68,85,5,5,2,4,5,C
19,0,2,2,3,1,0,2,5,72,3,6.86,94,62,61,5,2,3,5,1,B
21,0,2,4,3,8,0,5,2,75,1,8.09,66,49,51,5,5,5,1,2,C
19,1,2,4,3,4,1,1,1,85,2,7.88,69,86,69,1,5,3,4,5,A
20,1,0,2,2,4,0,1,3,90,1,6.97,61,94,69,2,5,3,3,5,A
16,1,0,3,2,6,1,1,2,60,4,6.53,86,43,71,4,4,5,5,4,B
17,0,3,1,1,5,0,1,4,76,3,7.04,68,51,99,4,2,3,3,2,B
15,1,3,1,1,1,1,3,2,75,2,7.87,80,81,75,1,5,2,5,3,C
16,0,2,2,2,0,1,5,3,96,2,7.14,87,73,46,1,4,5,4,4,B
20,0,0,2,2,4,0,4,5,69,2,6.32,69,43,56,5,1,5,1,3,A
20,1,1,3,2,3,0,2,4,97,1,8.8,41,59,40,2,4,2,5,1,C
16,1,2,2,2,2,1,1,4,90,4,7.66,54,67,53,4,1,2,1,5,B
18,1,3,2,3,1,0,4,4,69,3,5.34,86,67,86,3,4,2,3,4,C
19,0,0,3,3,9,0,3,1,93,4,6.84,66,45,83,1,5,3,3,3,C
15,0,3,3,3,1,0,4,3,65,2,9.42,46,53,83,3,4,3,4,2,A
15,0,3,4,2,3,0,1,4,87,4,8.78,66,94,77,4,4,4,4,1,A
15,0,0,2,3,1,0,5,2,87,1,6.62,60,74,65,1,5,3,2,1,A
16,0,2,1,3,3,0,4,5,72,5,9.69,52,86,66,4,1,2,2,5,A
21,0,0,2,1,2,0,1,3,71,5,5.38,94,97,84,1,5,4,4,5,A
18,1,2,1,1,8,0,1,2,99,3,9.81,56,40,55,4,2,2,3,3,B
17,0,3,1,3,6,0,2,1,61,3,6.23,50,58,85,3,4,1,1,3,C
20,1,0,1,3,2,1,2,4,67,4,5.05,98,96,46,2,2,5,4,1,C
16,1,1,4,3,7,0,5,2,68,3,7.17,49,40,71,1,5,1,1,3,C
21,1,2,3,2,8,0,2,3,67,1,6.79,96,52,64,3,5,2,2,5,A
17,1,1,3,1,6,0,5,2,62,2,7.7,72,47,70,4,3,3,1,1,B
20,1,2,4,1,5,0,3,1,68,2,8.98,53,57,55,3,2,5,4,1,B
20,0,0,3,1,3,0,3,5,72,4,9.21,76,93,94,1,3,3,3,2,A
18,0,1,4,3,4,1,2,4,68,2,7.01,47,74,80,3,2,3,4,2,C
19,0,0,2,2,7,1,3,3,90,4,7.15,72,62,97,4,3,5,5,3,C
15,0,2,4,1,2,0,4,4,84,3,5.74,46,89,53,5,3,5,5,3,B
17,1,2,3,1,1,1,4,4,67,3,5.24,73,91,64,2,2,1,5,5,C
16,1,2,3,2,2,0,4,4,90,1,8.21,46,65,69,2,5,2,3,5,A
17,1,2,2,3,6,0,3,2,90,2,5.32,46,80,95,5,1,3,4,2,B
19,0,3,4,3,7,1,4,2,76,1,8.67,80,77,46,1,5,2,5,1,A
15,0,2,2,1,0,1,5,5,78,5,7.7,93,59,51,3,1,2,4,4,A
17,0,1,1,1,6,1,1,1,62,1,5.99,75,41,42,3,2,4,2,4,C
19,0,2,4,2,8,1,2,3,89,4,7.7,94,65,66,5,4,1,5,3,C
16,1,0,2,1,2,1,5,2,69,4,5.91,46,96,85,5,5,3,5,4,B
18,1,3,2,2,2,0,4,4,88,1,7.19,59,75,58,4,3,5,3,4,B
21,0,1,3,1,7,0,1,1,99,3,9.0,57,64,82,4,5,5,4,2,B
20,0,3,4,1,3,0,2,3,77,5,7.31,84,69,76,2,2,2,3,1,C
16,1,3,1,1,7,1,5,3,71,1,5.74,82,57,94,1,4,1,3,5,C
15,1,3,1,3,4,0,2,3,82,3,8.62,80,46,84,1,4,1,4,2,C
20,1,0,4,2,2,1,3,3,70,1,5.93,53,66,99,5,5,3,2,5,C
21,1,3,4,2,3,0,4,5,68,2,8.69,79,50,81,2,5,3,4,2,B
16,0,3,2,3,3,1,5,3,83,4,7.4,92,76,46,2,5,2,2,2,B
16,1,2,3,3,7,1,5,1,84,2,7.27,53,47,88,4,2,2,3,4,A
16,1,0,3,3,5,0,1,2,84,2,9.26,60,50,55,3,1,2,2,5,A
16,1,1,3,2,6,0,1,1,68,5,8.54,88,63,71,1,1,4,2,2,C
20,1,1,4,1,8,0,1,4,71,3,5.16,98,69,47,2,3,1,2,4,C
15,0,1,3,3,5,0,2,5,70,4,6.48,96,69,88,4,2,2,5,3,B
21,0,0,2,3,2,1,4,5,97,2,9.35,66,91,52,4,4,1,5,5,B
19,0,1,4,3,2,0,2,4,87,4,5.09,85,91,50,4,3,5,3,2,A
17,0,0,4,1,2,1,4,1,67,3,7.73,65,54,59,3,4,5,4,3,B
18,0,2,3,1,9,0,5,1,69,1,8.64,66,95,57,2,4,1,2,4,B
21,0,2,1,3,1,0,2,4,84,2,8.11,63,74,76,5,5,5,5,2,B
17,1,0,1,1,0,0,2,3,95,3,8.8,44,78,45,5,4,5,4,4,C
17,1,1,2,3,9,0,2,3,68,4,8.63,81,63,59,4,4,5,2,4,A
18,1,0,3,1,0,0,3,2,67,3,8.46,77,47,71,4,2,3,4,4,B
21,1,0,3,2,3,1,4,1,62,1,9.11,67,82,85,3,5,3,1,5,B
20,0,3,4,2,2,0,4,1,77,3,8.23,81,81,83,4,5,1,2,3,C
15,1,0,4,1,4,1,2,4,94,4,7.01,82,59,68,2,3,1,4,3,C
18,0,3,3,2,8,0,3,4,76,2,7.36,97,80,43,4,5,4,2,1,B
15,1,2,4,2,7,1,2,3,95,2,8.58,71,86,46,4,1,3,2,2,C
20,1,3,3,2,8,0,4,1,87,5,9.38,63,65,82,2,2,1,1,4,B
17,1,0,2,3,4,0,5,1,74,4,6.36,45,91,59,1,3,3,4,2,A
15,0,2,4,1,7,0,3,5,78,5,6.71,49,63,73,5,1,4,3,3,B
20,1,3,3,1,3,1,3,2,81,5,9.65,85,61,75,4,4,1,5,3,A
20,0,0,4,1,4,1,2,2,65,1,7.89,91,44,46,2,1,1,2,4,B
19,0,2,2,2,2,0,5,3,66,4,5.89,42,54,72,5,3,1,2,5,C
18,1,3,4,3,4,0,4,1,68,2,8.32,46,75,54,3,5,1,2,4,C
19,0,0,3,1,2,0,1,5,79,4,9.95,68,76,91,1,2,2,2,4,A
17,0,0,4,2,4,1,4,1,96,1,9.12,73,68,71,4,3,3,5,1,A
18,1,1,4,3,4,0,4,4,70,4,8.73,46,54,61,1,1,3,3,5,A
17,1,1,3,3,5,1,5,3,61,4,6.04,56,66,95,4,1,3,1,2,A
19,1,3,1,1,8,0,3,2,81,5,9.38,52,88,79,4,3,4,3,5,A
21,1,3,4,1,0,1,4,1,95,4,7.63,97,94,68,4,3,2,5,4,B
20,1,3,4,2,9,1,3,3,64,5,9.45,60,47,64,1,3,3,4,4,C
17,1,0,2,1,5,1,5,2,66,5,6.65,70,99,44,3,5,3,1,4,C
18,0,3,1,2,0,0,5,1,65,3,5.31,48,96,53,2,3,1,1,4,A
18,1,0,2,3,5,1,2,5,81,1,7.38,84,68,89,2,4,1,4,4,B
17,1,3,3,3,1,0,1,3,69,5,6.35,86,58,74,3,2,1,2,5,A
18,0,0,3,3,7,1,5,1,99,4,8.58,52,70,41,3,2,3,5,4,A
20,1,0,2,3,2,0,5,2,79,5,9.79,56,48,64,4,4,1,4,3,B
21,0,1,4,1,9,1,3,2,87,5,8.45,47,49,93,4,1,3,3,3,A
20,1,2,1,1,5,1,5,5,82,5,9.43,48,76,55,2,1,4,3,1,B
18,1,0,2,2,5,0,4,3,94,2,7.27,48,49,85,4,1,4,4,2,C
17,0,3,2,2,3,0,2,3,60,2,8.86,79,93,55,4,1,5,5,3,B
19,1,1,3,2,4,1,2,1,88,2,9.22,87,72,50,3,5,2,1,1,C
18,0,3,4,2,1,1,4,2,68,2,8.55,91,64,99,1,4,1,1,5,A
18,1,3,1,2,9,0,5,2,68,3,7.54,69,96,88,5,2,1,2,2,C
18,1,0,2,3,9,1,1,5,81,5,8.13,46,93,74,5,4,2,5,4,A
18,0,0,1,3,7,1,5,5,61,3,8.5,56,95,62,4,2,2,3,4,A
17,1,2,1,3,9,0,2,3,75,4,6.27,78,43,94,4,1,5,3,5,A
19,1,0,2,2,6,0,1,2,99,1,9.05,77,92,44,5,5,2,2,2,B
19,0,0,1,3,9,0,3,1,65,3,9.75,44,44,74,3,3,3,3,3,B
15,1,2,3,3,5,1,3,4,72,2,7.33,56,62,68,5,3,1,2,2,C
18,0,3,4,3,6,1,5,1,92,2,8.51,79,78,86,5,1,2,2,1,C
18,1,2,4,3,0,1,5,5,78,4,8.69,97,94,94,5,1,3,4,5,B
15,0,2,4,1,4,0,1,1,74,5,8.31,40,44,44,4,4,2,1,3,B
19,1,2,3,2,6,1,1,2,92,1,7.74,55,91,93,4,5,3,5,2,B
16,0,1,3,2,0,0,5,3,69,3,9.41,56,47,42,5,5,4,5,2,C
20,0,3,3,1,1,0,2,4,60,5,7.24,69,56,45,4,4,3,1,3,C
16,1,1,4,3,8,1,3,3,71,5,5.31,70,40,62,5,5,5,5,1,B
19,1,1,1,3,2,0,1,4,88,3,9.22,74,93,85,3,5,3,3,1,B
21,0,0,3,3,5,1,2,4,76,3,8.37,84,89,95,4,3,2,3,2,C
18,1,2,2,2,6,0,5,2,63,3,9.25,47,51,41,1,5,4,5,4,A
16,0,2,3,2,8,0,4,2,88,3,5.69,87,74,57,4,1,4,4,3,A
17,1,1,2,2,4,0,1,5,66,2,5.15,95,91,69,3,3,3,5,1,B
17,1,0,4,2,3,1,4,5,72,5,9.67,69,53,77,3,1,2,2,1,C
15,0,0,2,2,1,0,2,4,64,5,5.74,78,87,95,4,1,4,2,1,B
19,0,0,3,1,2,1,3,5,65,2,9.05,60,57,44,2,4,3,1,5,C
19,1,3,3,2,4,0,2,2,93,5,9.12,54,49,85,5,5,3,3,4,A
16,1,1,1,3,1,0,3,5,66,3,8.54,95,94,88,5,5,3,4,1,B
18,1,3,4,2,3,0,2,4,87,1,5.66,73,54,50,3,5,4,5,4,B
19,1,0,2,1,0,1,1,3,69,5,8.34,95,81,40,4,5,1,2,2,C
16,1,0,4,3,3,1,1,1,63,1,9.45,99,72,49,2,3,2,3,2,A
16,0,0,3,1,6,1,4,5,62,1,7.13,66,58,80,1,2,5,3,5,B
20,1,2,1,3,2,1,2,2,84,2,7.07,41,73,91,5,1,5,4,4,A
20,1,1,3,2,9,1,2,3,82,4,7.21,49,84,83,2,2,2,4,3,B
19,0,2,3,1,7,0,4,2,86,5,5.41,44,64,65,5,2,1,4,5,C
16,0,3,3,3,5,0,5,5,73,2,9.46,66,55,72,4,2,2,4,1,B
15,0,2,2,2,5,1,2,4,97,2,9.35,43,47,66,5,3,3,2,2,C
15,1,1,3,3,0,1,2,1,91,1,9.99,86,74,95,1,2,2,4,2,C
20,0,2,4,1,4,1,2,1,82,5,7.93,52,60,89,4,3,2,3,3,A
19,0,0,4,1,2,1,5,3,99,2,8.76,56,58,51,3,4,4,3,5,C
18,0,3,1,1,9,0,1,1,96,3,6.01,60,85,41,2,4,5,5,4,A
21,0,3,4,1,0,1,4,4,62,2,8.34,62,50,40,5,4,5,3,2,A
15,1,0,3,2,7,1,5,2,94,3,8.25,72,83,40,4,3,3,3,1,B
15,1,0,3,3,6,1,3,4,72,4,9.51,89,50,96,4,3,3,2,3,C
20,1,0,4,2,6,1,3,3,93,3,9.15,99,99,72,5,1,4,3,3,B
20,0,1,1,1,9,0,5,3,83,3,9.69,54,50,61,3,2,3,1,3,A
19,0,2,1,3,9,0,5,1,60,1,9.34,53,61,51,5,5,1,3,1,C
20,0,3,4,1,9,1,1,4,71,2,9.34,48,60,78,3,5,4,5,3,C
17,0,2,2,2,3,0,3,2,67,4,5.32,83,66,75,5,2,4,5,4,A
21,0,0,2,2,5,0,4,4,78,2,9.23,76,57,60,4,5,2,4,4,B
16,0,0,2,2,8,1,2,2,68,3,8.04,69,81,59,1,5,2,2,5,A
15,1,2,2,3,2,1,2,2,87,3,6.9,68,87,75,1,5,1,5,5,B
17,1,3,4,3,8,0,1,4,73,2,5.28,62,79,65,4,3,4,1,4,B
18,0,1,1,1,3,0,1,5,86,4,8.39,73,77,86,1,3,4,1,1,B
17,1,2,3,3,4,0,3,4,77,4,6.64,94,69,70,3,3,2,4,5,A
19,0,0,3,3,6,0,4,2,65,1,7.34,94,90,40,4,2,5,2,3,C
18,0,0,4,2,5,0,4,3,92,3,8.41,46,84,77,3,4,5,2,4,A
18,1,1,3,1,9,1,5,3,96,3,9.56,92,86,53,4,5,2,3,2,B
20,0,2,2,2,7,0,1,1,84,1,9.13,48,84,65,3,1,3,1,1,A
17,1,1,1,1,7,0,2,3,72,2,7.25,89,72,85,3,3,4,1,1,B
19,0,1,4,1,7,0,2,5,82,3,6.94,43,60,81,1,1,1,1,4,A
15,0,3,1,3,2,0,3,2,95,2,6.2,41,99,46,4,5,5,1,2,B
21,1,3,4,2,9,0,2,4,92,4,6.86,95,98,94,5,4,3,5,1,B
20,0,0,4,3,5,0,4,4,80,5,5.56,99,41,95,1,1,4,2,5,A
17,0,2,4,3,6,0,4,5,93,1,9.86,66,52,94,3,5,3,3,2,A
15,0,3,4,3,8,0,1,3,95,3,7.87,72,41,93,3,5,4,5,3,B
17,1,0,1,1,9,1,3,2,76,1,5.64,71,96,51,5,3,4,2,5,A
20,0,2,3,2,9,1,2,3,69,4,6.76,96,82,63,5,4,2,4,2,B
15,0,0,4,2,3,0,1,1,82,4,7.74,83,84,58,3,5,2,1,4,B
20,0,3,2,3,4,1,5,3,61,4,7.66,84,70,48,5,4,1,3,1,B
17,1,0,4,1,7,1,5,1,94,4,5.18,85,49,74,2,3,1,2,5,C
18,1,2,1,2,0,1,2,4,73,5,9.75,76,62,43,1,1,3,4,4,B
21,1,2,4,2,5,1,2,2,61,2,6.38,66,61,84,4,2,2,1,2,C
16,1,0,2,3,3,1,2,1,78,2,5.08,67,86,81,5,2,4,4,3,C
21,1,2,1,1,4,1,4,3,75,5,5.38,42,68,71,5,2,2,4,1,C
18,0,0,4,3,4,0,2,3,84,2,7.9,99,72,85,2,4,4,5,1,A
20,1,2,2,2,1,0,5,4,60,4,5.69,98,70,45,4,2,2,4,5,C
21,1,0,1,1,7,1,2,5,61,2,5.21,75,53,67,2,1,4,5,4,C
20,0,0,4,3,1,0,3,5,86,1,6.9,88,49,67,4,5,3,5,2,B
20,1,0,2,2,3,1,5,3,61,2,8.11,90,57,79,1,4,2,4,2,B
15,0,1,1,3,4,0,3,5,89,1,5.56,82,50,90,5,1,5,2,4,C
19,1,2,4,3,0,0,5,2,69,3,6.57,47,78,68,1,4,5,4,1,B
20,0,3,1,3,5,0,1,5,78,1,7.09,83,86,81,4,4,4,4,4,B
21,0,0,2,1,1,1,5,2,75,1,5.8,89,42,93,5,4,3,2,2,C
21,1,1,4,2,4,0,5,3,72,4,7.53,89,41,44,2,3,4,1,4,B
21,1,3,4,2,5,0,3,3,67,4,5.43,80,93,44,3,5,3,3,1,A
18,0,0,4,2,7,1,3,3,90,4,5.23,76,47,76,2,2,1,1,5,B
16,0,3,2,2,8,1,5,4,84,1,7.6,92,70,80,3,3,2,4,1,B
20,0,1,3,1,5,0,5,5,98,5,6.24,88,47,94,2,5,3,1,3,C
20,0,3,4,3,4,1,4,1,80,4,5.48,84,82,67,4,2,4,3,3,B
20,0,0,2,2,3,0,1,1,97,4,7.12,77,87,80,1,3,1,1,4,C
15,0,3,1,1,1,0,1,3,88,1,9.58,95,41,86,3,3,4,3,1,B
20,0,3,1,3,1,1,2,5,65,3,8.62,61,61,48,4,1,5,1,1,B
18,1,0,2,1,6,1,5,2,77,3,9.08,53,99,68,1,3,5,5,2,A
17,0,1,3,1,4,0,5,1,94,2,9.36,54,44,53,1,4,2,4,5,B
19,1,1,2,2,6,1,5,3,86,3,9.86,94,46,77,5,3,2,3,1,C
21,1,3,1,2,0,0,5,1,64,4,8.82,85,59,93,5,4,1,4,4,A
20,0,2,1,3,0,1,1,1,66,5,8.04,43,67,91,5,5,5,5,2,C
15,0,3,4,3,4,1,3,1,69,2,6.83,57,52,79,3,5,3,1,2,A
18,1,2,3,2,1,1,4,3,69,5,5.91,40,41,73,3,4,5,4,4,A
20,0,3,2,1,7,1,3,3,87,5,8.43,51,71,76,1,1,2,1,4,A
15,0,1,1,2,2,1,3,4,95,4,9.97,93,65,88,3,1,4,1,1,C
17,1,3,1,3,0,0,1,4,69,1,7.34,80,42,81,1,5,1,4,1,A
16,1,3,1,1,1,0,4,4,94,1,8.62,81,80,53,4,3,5,3,2,B
20,1,2,2,1,9,0,5,1,94,1,7.48,92,81,57,2,5,3,3,2,B
18,0,1,2,1,9,1,1,5,96,3,7.16,99,95,72,1,5,3,4,5,B
15,0,2,3,2,6,0,1,3,79,1,7.05,89,52,93,1,4,3,3,2,B
15,1,3,4,2,5,0,4,4,72,4,7.52,56,96,73,4,1,1,2,4,B
20,0,0,4,3,7,1,2,5,70,3,6.83,58,60,67,5,4,3,1,4,C
15,1,3,4,1,6,1,1,4,78,1,8.74,75,84,75,5,5,3,4,5,B
16,0,3,1,1,9,1,3,4,87,5,9.37,87,76,84,5,2,5,5,3,A
15,1,2,4,2,7,0,3,5,97,4,9.41,46,62,87,1,3,1,4,3,B
21,0,0,1,3,2,0,5,4,63,4,6.14,48,46,76,1,5,4,4,4,B
19,1,0,3,3,5,1,1,1,96,2,9.48,47,56,62,3,4,4,1,3,B
21,0,2,1,1,6,0,5,1,78,4,6.71,64,67,81,3,2,3,5,3,C
19,0,1,3,2,9,0,1,1,96,5,6.55,46,86,56,2,2,2,1,5,C
15,1,0,3,1,0,1,4,2,73,4,8.63,81,69,99,2,5,1,3,2,A
20,0,0,4,2,0,0,1,4,90,2,6.52,47,44,50,3,1,2,4,2,B
19,0,2,4,3,6,1,2,2,87,4,5.26,63,63,71,1,2,1,1,3,C
18,1,1,1,1,2,0,3,3,95,4,6.87,56,46,76,4,3,1,2,1,C
19,0,1,2,1,2,1,4,5,97,2,8.61,51,98,54,3,4,5,4,5,B
21,0,3,4,1,4,0,3,3,78,4,6.63,85,73,43,1,4,3,3,3,B
15,0,3,4,3,5,0,5,2,60,3,8.15,70,95,78,3,4,5,1,1,C
20,1,2,2,1,1,1,4,1,82,4,8.3,51,89,69,5,5,2,1,1,B
17,1,1,2,3,2,1,2,4,87,1,8.67,96,81,49,3,4,2,2,5,B
20,1,2,4,2,5,1,3,4,63,1,9.49,41,72,62,5,4,4,3,2,C
20,1,3,2,3,2,1,1,1,77,3,7.16,51,98,63,1,3,5,2,4,C
20,1,2,1,2,4,0,1,4,98,4,5.83,66,66,75,5,1,5,4,1,A
18,0,2,3,3,8,1,1,5,84,5,6.59,85,53,91,3,5,5,5,4,B
16,0,0,3,3,2,1,4,5,77,4,7.16,46,98,97,5,5,4,1,4,B
21,1,0,4,1,5,1,2,5,65,1,8.57,97,58,44,4,4,5,2,5,C
15,0,0,4,3,4,1,2,3,78,2,5.07,97,87,76,5,3,5,1,2,C
16,0,3,1,1,4,1,2,1,71,3,6.58,52,90,82,5,2,5,1,5,C
17,0,2,2,2,5,0,3,5,84,2,8.9,92,77,58,2,4,5,2,1,B
16,0,0,4,2,5,1,4,2,94,5,8.35,75,51,76,4,4,2,1,2,A
15,1,0,3,1,0,1,1,5,60,4,8.66,40,42,92,1,5,3,3,3,B
21,1,0,1,2,8,1,3,3,64,5,9.06,88,46,47,5,5,2,3,2,B
21,0,3,1,3,4,0,2,2,60,2,8.92,74,95,46,4,4,5,5,5,B
15,0,3,2,1,0,0,1,1,67,4,8.41,69,74,79,1,5,1,3,5,B
17,1,2,4,1,7,0,4,1,98,5,7.2,70,64,52,4,3,1,2,4,B
15,0,2,4,1,6,1,5,5,77,1,9.92,56,88,76,2,2,4,3,3,C
17,0,2,1,2,6,1,2,2,68,1,7.85,47,54,99,1,2,2,5,2,A
17,0,0,3,2,4,0,2,2,64,3,6.01,42,58,66,1,2,4,4,3,C
15,1,1,4,3,0,0,2,5,63,1,6.46,98,99,57,5,4,4,4,4,B
19,1,3,3,3,8,1,2,5,88,1,8.47,49,58,63,3,4,1,2,3,C
21,0,0,1,1,8,1,1,4,60,2,9.62,73,62,80,1,4,2,5,3,B
17,0,0,4,3,7,1,4,4,89,1,5.89,61,50,41,1,3,3,3,2,A
15,0,2,3,2,4,0,3,5,60,1,5.41,43,98,55,2,2,2,5,3,A
19,0,2,1,3,2,1,1,3,62,2,9.41,71,60,53,2,5,4,1,4,A
21,0,0,3,2,7,1,4,4,81,1,9.58,68,91,56,2,5,5,5,1,A
17,0,3,4,3,0,0,3,5,67,1,6.38,85,73,99,5,1,4,3,1,C
21,1,3,2,2,2,0,2,2,77,3,6.89,50,78,45,1,1,2,2,5,A
19,1,0,3,2,6,0,4,4,84,1,8.3,85,90,74,2,5,1,1,1,B
21,0,1,2,3,3,1,2,3,79,1,6.65,52,46,56,2,2,2,5,2,A
18,1,1,4,3,6,0,4,1,90,3,9.39,98,81,84,4,4,3,4,5,B
20,0,3,2,2,4,0,5,2,89,2,5.54,43,83,77,4,5,5,3,1,C
18,0,2,1,1,5,1,2,3,75,1,5.19,41,94,99,2,5,5,2,1,B
19,1,1,2,3,6,1,2,3,61,5,6.04,73,66,79,5,1,4,3,5,B
17,1,1,3,2,9,0,2,3,76,2,6.43,82,89,96,3,2,2,5,2,C
15,0,2,3,3,6,1,1,2,69,2,5.56,61,62,45,4,5,1,2,5,A
16,0,1,2,3,6,0,3,3,66,1,5.33,44,77,99,4,4,3,4,2,C
15,1,0,1,3,6,1,2,1,68,3,8.78,48,97,87,1,4,4,1,2,B
21,1,1,4,3,6,1,2,4,76,2,5.82,59,59,77,1,3,2,5,4,A
16,0,2,2,3,2,0,1,2,68,3,9.57,60,66,88,2,4,1,2,1,B
16,0,0,3,1,2,0,1,3,68,5,6.84,56,92,60,1,5,2,1,1,A
21,0,1,3,1,6,0,5,5,96,3,8.35,51,99,74,1,5,1,2,3,C
21,1,3,2,1,1,1,4,4,83,4,6.13,67,47,62,3,4,2,5,5,A
17,0,0,2,2,1,0,2,2,98,3,6.2,57,76,51,5,1,2,2,4,A
19,1,0,2,1,2,1,4,5,70,2,7.87,42,42,96,2,2,4,4,1,B
15,0,3,4,1,3,1,1,5,67,3,7.8,44,41,68,3,5,2,2,3,B
19,1,3,3,2,5,0,1,3,84,3,8.84,99,61,66,2,4,2,5,4,C
18,1,1,3,1,7,1,5,2,61,4,8.79,92,45,45,5,4,4,2,2,A
17,1,1,3,3,9,1,3,3,69,4,8.35,91,78,60,2,5,4,1,1,C
17,1,2,4,1,9,0,1,1,83,1,7.25,53,79,46,1,3,5,1,5,C
18,0,2,1,1,6,1,2,5,75,2,9.45,87,75,82,5,2,5,3,4,B
15,1,0,3,1,3,1,5,1,78,1,8.11,65,83,80,3,5,4,3,3,C
20,1,3,3,3,1,0,3,3,90,4,9.95,58,63,55,3,4,3,4,5,B
18,1,3,1,3,1,0,5,4,70,3,9.1,80,51,44,4,3,1,1,2,A
15,0,2,4,3,3,1,1,5,65,4,5.22,56,56,54,3,5,4,3,5,B
16,0,0,1,3,5,1,3,4,65,5,6.6,93,61,60,4,2,5,2,3,A
21,0,0,1,2,2,1,4,2,91,3,7.86,78,93,97,1,3,2,4,2,C
17,0,2,1,3,5,1,3,5,98,1,8.61,81,58,43,3,4,4,5,3,A
15,0,2,1,3,4,0,2,1,72,3,7.75,43,48,44,5,1,4,3,1,B
19,0,2,4,3,4,1,4,4,62,5,8.93,81,51,46,4,2,5,3,3,A
21,1,1,4,3,1,1,4,2,94,4,6.41,74,99,74,3,3,5,1,5,B
19,1,0,1,2,7,1,2,5,97,2,5.92,63,71,75,1,5,3,4,1,A
21,1,0,2,1,4,1,4,2,76,2,5.27,80,92,96,5,5,5,1,1,C
17,0,0,2,1,1,0,1,1,62,2,7.87,52,70,54,5,3,5,1,4,A
18,1,2,2,3,6,1,3,5,93,4,8.44,72,56,67,1,5,5,4,5,C
20,1,2,2,3,8,0,3,2,71,2,6.63,54,62,41,3,3,2,2,5,C
18,0,2,3,3,8,0,2,3,83,5,8.07,54,49,95,2,2,4,3,2,B
15,1,2,4,1,0,0,1,5,65,4,5.26,70,69,96,3,5,4,1,3,A
18,0,3,4,1,6,0,4,5,70,2,5.5,82,58,44,4,2,5,3,3,A
17,1,2,1,3,8,0,3,5,86,1,8.51,67,65,46,4,4,3,4,5,C
15,0,1,3,1,5,1,3,5,83,4,6.84,49,65,61,3,4,5,2,3,A
16,0,3,1,2,0,0,3,3,77,4,8.36,96,50,88,4,4,3,5,5,A
18,0,3,1,3,1,0,3,1,86,3,9.16,46,59,70,2,4,4,2,1,B
18,1,2,4,3,3,0,5,3,80,2,9.26,72,93,71,2,5,3,4,3,A
20,1,0,3,2,3,1,2,3,93,1,5.86,46,95,47,5,3,3,2,3,A
15,0,2,2,2,1,0,4,2,92,5,7.43,44,84,80,4,5,1,5,5,B
19,0,0,4,1,7,1,4,4,77,4,8.67,65,43,81,3,5,3,1,5,B
18,1,2,3,2,1,0,2,4,62,5,8.87,94,86,50,5,2,3,2,2,A
17,1,2,3,3,2,0,1,2,83,5,8.92,55,51,40,2,3,2,4,3,B
18,0,0,4,1,3,1,2,3,60,5,6.14,99,64,86,5,1,4,2,4,B
20,1,0,4,2,8,1,3,2,65,3,5.96,96,95,79,1,1,5,5,5,C
16,1,0,1,1,9,1,3,5,78,5,7.95,47,97,58,4,3,1,4,4,A
20,1,0,1,1,0,0,2,2,81,2,8.71,61,49,83,3,1,3,2,1,B
18,0,1,1,1,7,1,2,2,67,2,6.6,73,61,77,2,3,2,4,1,B
19,0,0,2,1,4,1,4,5,64,1,5.52,79,46,81,5,2,2,5,4,B
21,1,2,4,2,6,1,4,4,68,1,8.58,67,63,95,3,2,5,1,1,A
18,0,2,3,3,7,1,5,5,80,5,6.5,85,41,76,4,5,5,5,4,A
15,1,1,4,3,4,1,5,1,87,5,5.83,75,71,95,3,1,4,1,2,C
18,1,0,3,2,7,0,3,2,63,3,5.74,95,60,46,4,3,3,3,2,B
19,0,2,2,3,9,1,5,2,83,5,6.57,86,46,78,4,2,2,5,1,B
15,0,1,4,1,7,0,5,4,67,5,7.96,46,47,94,4,5,1,1,4,C
