age,gender,parent_education,family_income,degree_of_hearing_loss,age_of_onset,assistive_device,sign_language_proficiency,lip_reading_skill,attendance_rate,study_hours,previous_gpa,math_score,science_score,language_score,teacher_support,peer_support,learning_resources,motivation_level,stress_level,performance_class
15,0,1,3,1,0,0,1,5,65,1,9.95,47,84,81,5,4,3,1,4,A
17,1,2,1,3,0,1,3,3,75,2,9.45,46,75,92,2,5,4,1,2,B
18,1,3,4,3,2,1,4,4,63,3,6.86,95,59,71,2,2,5,1,3,B
15,0,2,1,1,5,0,1,1,94,5,5.98,83,57,98,5,4,4,4,5,A
15,1,1,1,1,9,0,2,5,85,2,7.45,90,77,49,5,5,1,4,4,B
16,0,1,3,3,2,0,4,4,71,5,8.71,78,42,98,1,2,1,2,3,B
21,1,2,3,1,7,1,3,5,70,2,7.46,81,62,78,3,5,1,1,3,B
21,0,3,4,1,9,0,4,5,96,3,7.42,96,71,97,2,5,4,1,3,B
20,0,3,3,1,1,0,1,1,84,3,9.19,55,84,54,1,4,2,5,1,A
16,0,0,3,2,8,0,3,1,77,4,6.81,74,98,46,5,2,5,5,4,C
17,0,3,3,3,2,1,2,5,78,2,9.3,69,55,68,1,4,4,2,3,C
21,0,2,1,3,4,1,3,2,82,4,7.03,49,98,98,5,1,2,1,4,B
18,0,1,4,2,9,0,3,5,97,2,6.64,77,44,86,4,1,2,2,3,A
16,1,0,2,3,7,0,5,5,77,4,7.27,57,43,42,5,2,4,5,5,C
15,0,0,1,1,1,1,3,3,85,3,8.81,89,60,58,5,5,4,5,5,C
18,1,1,3,3,5,1,3,3,65,5,5.63,44,79,49,5,4,2,4,5,A
18,0,3,1,1,4,1,4,3,63,4,5.98,92,90,67,3,4,2,2,2,B
15,1,1,3,2,9,1,2,2,88,2,9.76,68,53,68,5,2,2,2,3,A
16,1,3,3,1,8,1,4,2,93,2,5.88,78,78,54,2,2,4,1,2,B
15,1,1,1,3,4,1,4,5,76,3,7.84,99,70,74,2,1,2,1,4,A
20,0,2,4,3,1,1,1,3,75,2,7.9,73,53,45,1,3,1,4,2,B
18,0,3,3,3,4,1,4,2,61,1,7.45,82,45,51,3,2,4,3,4,B
19,1,2,4,2,3,1,5,1,93,5,8.22,84,51,86,1,3,1,3,4,B
19,0,0,2,2,6,0,5,5,67,4,6.15,62,55,77,2,2,3,3,4,B
17,1,1,3,3,5,0,1,4,72,5,7.76,44,56,52,2,5,4,2,2,B
21,0,0,4,1,1,0,2,5,67,3,6.86,69,84,68,4,5,3,2,3,B
15,1,0,4,2,4,1,2,4,89,4,8.31,45,62,58,5,1,2,5,2,A
15,1,0,2,3,6,0,4,3,91,4,5.71,95,53,42,2,1,2,2,3,A
17,0,0,4,3,6,1,4,4,95,1,7.85,97,46,47,1,3,5,2,3,C
17,1,1,4,2,4,1,4,3,89,3,5.93,85,85,47,1,2,2,2,4,A
17,0,0,2,2,8,0,2,1,60,2,6.39,83,71,94,5,4,3,4,2,C
18,1,1,3,2,3,1,3,4,98,1,6.09,43,54,97,5,1,2,2,3,C
20,1,1,4,1,2,0,5,5,76,1,5.91,68,83,59,4,4,4,1,5,A
15,0,2,4,1,3,0,3,3,79,5,9.13,62,56,86,3,4,2,1,3,B
18,0,3,4,3,4,0,3,5,83,5,6.43,45,80,43,1,2,5,5,5,B
17,0,3,1,2,5,1,2,2,81,5,9.64,71,93,90,5,3,2,4,2,C
15,1,1,2,1,2,0,3,3,88,1,9.85,81,86,60,1,2,3,1,2,C
18,0,2,1,2,1,1,1,4,81,2,7.86,57,83,42,5,1,3,4,2,C
20,1,1,2,3,3,0,4,3,68,4,5.72,54,73,84,2,4,2,4,3,A
18,1,1,3,1,4,0,1,5,96,5,6.87,79,44,47,1,2,3,5,1,B
20,0,1,3,1,3,0,5,1,69,2,8.99,97,84,62,2,2,3,4,3,B
17,0,2,4,1,2,1,4,3,95,3,6.84,71,66,55,1,2,5,2,3,B
20,1,3,2,3,7,1,3,4,96,5,5.44,48,91,52,3,1,4,4,4,A
15,1,2,3,2,9,1,5,2,87,4,7.78,76,62,42,4,3,5,5,4,A
17,0,0,2,1,3,0,4,1,87,3,9.23,49,79,87,2,2,1,5,3,C
15,0,2,3,3,1,0,3,2,80,3,8.98,59,98,48,5,1,5,5,5,B
19,0,2,1,2,1,1,1,3,83,4,5.88,45,53,99,3,4,2,1,4,B
16,0,2,3,3,0,1,4,5,99,5,8.36,87,54,53,1,5,4,2,3,B
20,0,2,1,2,3,1,3,5,61,1,6.1,95,82,52,2,1,2,1,1,C
16,1,3,3,3,9,1,1,4,67,4,6.09,98,72,92,1,5,1,3,5,C
16,1,0,4,2,8,1,5,5,86,4,9.37,42,92,96,1,2,4,2,2,A
20,1,3,1,1,6,1,5,1,81,4,6.25,81,70,46,1,2,3,4,3,A
17,1,3,3,2,9,0,5,5,96,3,6.32,50,74,54,4,1,5,5,3,A
19,0,2,4,3,6,1,5,4,86,2,5.0,82,56,46,4,5,2,3,5,C
15,0,1,1,3,6,0,2,3,88,1,9.35,56,67,77,5,2,1,2,4,B
18,0,1,4,2,7,0,4,3,62,5,8.96,71,58,73,2,4,3,1,4,B
15,1,3,2,1,0,1,4,5,72,5,8.14,43,85,80,3,3,5,5,4,B
18,1,3,2,1,9,1,2,2,69,2,8.75,43,93,61,3,3,3,1,2,B
15,0,2,1,2,9,0,3,3,95,4,5.76,56,62,63,3,2,5,2,5,C
20,0,3,3,2,7,1,3,5,68,1,7.29,80,71,88,1,5,4,2,5,B
19,1,2,1,3,3,1,5,4,86,5,6.76,58,79,76,4,2,3,3,4,A
18,1,1,4,1,3,0,1,5,93,5,5.47,44,52,83,2,5,3,4,4,A
21,0,1,3,2,3,0,3,3,60,4,7.43,71,98,40,1,4,3,1,1,B
17,0,0,2,1,5,0,1,4,91,2,9.6,61,59,49,4,5,4,3,1,C
15,1,1,3,2,6,1,4,5,84,1,5.2,95,74,82,4,2,1,5,3,B
15,0,3,2,2,5,0,1,1,88,2,6.46,45,44,55,2,4,5,4,3,C
18,0,1,3,1,0,1,4,4,66,2,6.04,74,48,85,2,1,3,3,5,C
17,0,2,3,2,7,0,2,1,62,1,6.19,61,68,47,2,3,4,1,5,A
17,1,1,3,2,9,0,2,2,79,1,9.54,40,45,95,1,2,1,2,2,A
20,1,0,4,3,6,0,5,4,79,5,7.34,59,64,88,5,2,5,5,2,A
21,1,1,4,2,5,1,3,1,89,5,7.33,61,70,64,2,2,4,1,1,C
20,1,2,1,2,5,1,5,3,94,1,8.8,87,61,89,5,4,5,4,3,A
20,1,2,1,2,4,0,4,3,94,3,5.77,94,41,51,1,1,3,4,1,B
20,1,3,2,3,5,0,5,2,98,5,7.44,50,84,64,5,5,1,2,1,B
20,1,1,4,1,8,0,1,4,86,3,7.15,52,44,56,3,1,4,2,3,C
20,0,2,2,3,9,1,4,4,85,1,7.98,98,99,99,5,4,1,5,2,A
19,0,0,1,3,8,0,2,4,73,5,10.0,81,66,65,2,2,3,5,3,B
17,0,3,2,1,9,1,3,2,76,2,8.85,42,64,85,1,3,1,2,4,B
20,0,0,1,3,7,0,4,4,77,1,6.99,48,47,87,2,2,1,2,4,B
17,0,1,4,1,9,0,4,3,88,4,9.14,99,94,53,3,5,2,4,4,C
17,0,1,3,3,8,0,1,1,79,3,5.85,51,40,80,2,3,1,2,5,A
16,0,1,4,1,9,0,3,3,86,1,5.15,62,59,75,2,2,5,3,2,C
19,1,3,2,2,7,0,2,3,77,1,6.02,53,83,96,2,3,4,1,2,B
20,1,2,2,3,7,0,4,1,63,5,6.7,72,62,62,4,1,2,2,5,B
15,0,3,4,3,0,1,4,3,60,5,7.55,57,71,82,3,4,4,5,1,B
18,0,0,4,3,9,0,1,2,60,5,8.08,88,50,45,2,2,4,3,4,B
21,1,3,1,3,4,1,5,1,85,4,9.55,98,78,86,2,5,3,5,4,A
15,0,0,2,2,3,0,2,3,79,5,7.55,80,86,44,2,1,3,3,1,B
19,0,3,2,3,1,0,3,5,82,1,7.51,48,93,82,1,2,2,2,3,B
18,1,2,4,2,7,1,4,3,69,5,5.25,62,63,64,4,1,3,1,3,B
19,0,0,3,2,2,0,4,2,70,2,5.17,49,50,57,1,5,3,5,2,B
17,1,1,2,2,3,1,2,4,64,5,7.76,58,68,52,4,2,3,3,5,C
18,0,1,3,2,6,1,5,3,60,4,7.19,86,93,82,2,5,4,4,2,B
17,1,3,4,1,9,0,4,4,76,2,9.2,44,65,53,3,3,2,2,3,A
15,1,1,4,1,8,1,2,5,81,1,5.8,86,55,67,5,5,4,1,1,B
15,1,0,1,3,1,1,1,3,93,1,5.12,91,74,57,5,3,5,2,2,C
18,0,1,2,1,2,0,5,1,88,3,7.25,62,59,98,2,2,4,4,4,C
18,1,2,3,1,3,1,3,4,63,2,6.19,69,85,99,1,3,5,1,4,B
20,0,2,1,3,9,0,4,5,64,3,5.25,64,42,96,3,2,1,4,1,C
19,0,3,2,3,0,0,2,1,70,2,8.62,67,40,67,4,2,1,2,3,A
20,0,0,1,3,6,0,1,1,80,2,5.56,73,97,90,2,4,5,3,4,B
19,0,2,4,1,1,0,3,1,94,4,8.04,84,92,95,3,2,5,2,4,C
20,1,2,2,1,4,1,2,1,71,3,6.41,95,86,66,3,3,4,2,5,C
17,1,0,1,3,0,0,2,3,85,4,5.87,87,40,71,4,4,5,2,2,B
18,0,1,1,2,2,0,3,3,78,2,6.9,86,56,86,3,4,2,5,3,C
15,0,1,3,3,1,1,1,3,66,1,9.01,64,41,48,1,2,1,4,2,A
19,1,3,1,2,0,0,1,5,66,2,6.96,49,68,79,1,5,1,4,3,C
19,0,1,2,2,6,0,5,5,85,4,8.75,53,59,71,1,5,5,4,4,B
15,1,0,2,3,4,1,4,5,99,3,5.63,81,45,59,3,4,3,5,5,A
20,0,2,3,3,0,1,3,2,64,3,8.86,96,47,67,1,2,3,3,2,A
19,0,1,2,3,5,1,3,5,80,4,6.18,85,68,72,4,5,5,2,4,B
21,1,3,4,1,4,1,3,3,73,3,8.39,97,87,43,3,2,2,3,3,A
17,0,1,2,2,2,1,1,3,63,5,7.83,69,90,85,5,2,3,5,2,B
18,1,0,2,1,6,1,4,2,82,1,9.65,94,72,96,3,4,5,4,2,A
15,0,3,1,1,9,1,5,2,79,1,6.94,80,42,73,4,4,2,2,4,A
18,0,1,1,3,8,0,2,5,74,1,5.33,64,99,87,5,1,2,1,2,B
21,0,3,2,1,8,1,2,4,88,3,5.1,53,74,42,3,5,4,1,5,B
19,1,0,3,3,8,1,3,2,67,3,9.13,74,44,65,1,5,2,3,5,B
19,0,2,1,2,1,1,4,1,78,2,7.62,91,66,47,2,5,3,4,4,C
21,0,0,3,3,2,0,1,3,98,2,8.88,87,83,45,2,3,3,1,3,C
15,0,0,2,1,6,0,4,1,87,1,6.17,73,51,55,1,2,5,3,4,C
17,0,0,2,1,4,1,4,3,86,5,6.73,49,59,63,2,4,5,5,5,B
16,1,0,4,3,1,1,1,3,63,2,5.15,74,84,87,2,5,2,3,1,C
15,1,2,1,3,2,1,3,2,74,2,9.81,50,59,78,1,1,1,3,1,A
16,0,2,2,1,9,0,4,2,94,3,8.34,50,48,69,1,5,4,3,2,A
21,1,3,4,2,5,0,2,1,96,5,9.67,60,78,84,3,2,1,2,2,B
20,0,1,1,2,6,1,1,3,60,1,6.33,60,43,52,3,2,2,3,1,C
16,0,2,2,3,8,0,5,1,62,2,8.06,61,90,44,1,4,2,3,5,A
17,0,2,2,2,0,1,3,4,83,5,8.39,84,93,64,4,3,1,2,2,A
20,1,1,1,1,6,0,1,1,86,5,6.59,46,58,59,2,4,4,2,4,A
16,1,2,1,3,7,0,5,5,99,1,9.24,94,77,93,3,5,1,5,4,C
21,1,0,1,1,2,1,5,1,95,5,9.74,56,66,57,2,1,5,4,5,B
20,1,0,2,1,3,1,4,5,93,5,9.42,41,84,86,5,4,3,1,2,A
21,1,1,2,2,9,1,4,5,88,5,8.7,51,82,57,1,3,5,1,4,B
16,1,3,4,3,5,1,4,5,83,2,6.39,96,52,41,4,4,3,3,2,B
21,1,3,3,3,9,0,1,4,83,1,6.41,81,52,49,5,2,2,5,2,B
17,1,1,1,2,6,0,1,1,63,5,9.82,57,99,94,5,5,4,3,4,A
16,1,1,2,1,3,0,3,1,62,5,5.05,93,96,84,5,5,1,1,1,C
16,0,0,2,1,7,1,4,4,93,2,8.58,98,61,89,1,5,4,2,4,B
16,1,3,1,1,4,0,5,3,82,1,8.53,50,67,86,3,5,1,4,5,B
15,1,2,3,1,0,1,2,2,82,3,8.11,55,91,51,1,5,5,5,3,A
15,1,0,1,3,3,0,3,1,64,2,9.95,88,86,86,3,5,5,2,4,B
